#Organism/Name,Kingdom,Group,SubGroup,Plasmid Name,RefSeq,INSDC,Size (Kb),GC%,Protein,rRNA,tRNA,Other RNA,Gene,Pseudogene,Release Date,Modify Date
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",II,NZ_HG977527.1,HG977527,63.795,33.4148,72,-,-,-,87,15,2015/01/01,2015/08/18
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",III,NZ_HG977528.1,HG977528,64.479,33.476,49,-,-,-,78,29,2015/01/01,2015/08/18
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",IV,NZ_HG977529.1,HG977529,8.047,34.4103,7,-,-,-,7,-,2015/01/01,2015/08/18
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pIOMTU433,NZ_AP014650.1,AP014650,189.354,39.5286,195,-,-,-,201,6,2015/03/24,2015/08/19
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pA1-1,NZ_CP010782.1,CP010782,8.731,34.3718,9,-,-,-,9,-,2015/02/02,2015/08/19
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",p1AB5075,NZ_CP008707.1,CP008707,83.61,36.9717,110,-,-,-,112,2,2015/04/01,2015/08/19
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",p2AB5075,NZ_CP008708.1,CP008708,8.731,34.3718,9,-,-,-,9,-,2015/04/01,2015/08/19
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",p3AB5075,NZ_CP008709.1,CP008709,1.967,39.1459,3,-,-,-,3,-,2015/04/01,2015/08/19
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pAB386,NZ_CP010780.1,CP010780,112.157,41.5498,117,-,1,-,122,4,2015/06/22,2015/08/21
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pAB04-1,NZ_CP012007.1,CP012007,169.023,39.5544,178,-,-,-,185,7,2015/07/20,2015/08/21
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pAB04-2,NZ_CP012008.1,CP012008,87.569,34.0223,111,-,-,-,112,1,2015/07/20,2015/08/21
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pAB3,NZ_CP012005.1,CP012005,148.955,37.4784,157,-,-,-,158,1,2015/07/20,2015/08/21
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pCMC8300,NZ_CM003361.1,CM003361,25.15,35.336,30,-,-,-,30,-,2015/07/20,2015/08/22
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pD36-1,NZ_CP012953.1,CP012953,4.754,39.167,4,-,-,-,4,-,2016/01/27,2016/01/27
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pRAY* (pD36-2),NZ_CP012954.1,CP012954,6.078,39.2563,6,-,-,-,6,-,2016/01/27,2016/01/27
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pD36-3,NZ_CP012955.1,CP012955,9.276,35.608,11,-,-,-,11,-,2016/01/27,2016/01/27
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pD36-4,NZ_CP012956.1,CP012956,47.457,41.427,57,-,-,-,61,4,2016/01/27,2016/01/27
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",II,NZ_LN865144.1,LN865144,7.742,37.5614,12,-,-,-,12,-,2015/06/22,2015/12/08
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pKBN10P02143,NZ_CP013925.1,CP013925,52.517,36.4206,62,-,-,-,62,-,2016/01/16,2016/01/16
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",II,NZ_LN997847.1,LN997847,7.742,37.5614,12,-,-,-,12,-,2016/01/15,2016/01/22
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",unnamed1,NZ_CP014216.1,CP014216,74.241,33.5165,99,-,-,-,100,1,2016/02/04,2016/02/04
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",unnamed2,NZ_CP014217.1,CP014217,5.465,35.0412,6,-,-,-,7,1,2016/02/04,2016/02/04
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",unnamed 1,NZ_CM003741.1,CM003741,5.557,34.8749,6,-,-,-,6,-,2016/02/07,2016/04/11
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",unnamed 2,NZ_CM003742.1,CM003742,4.437,33.3559,5,-,-,-,5,-,2016/02/07,2016/04/11
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pAba3207a,NZ_CP015365.1,CP015365,13.478,34.0184,19,-,-,-,20,1,2016/05/05,2016/07/15
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pAba3207b,NZ_CP015366.1,CP015366,80.546,34.1817,97,-,-,-,97,-,2016/05/05,2016/07/15
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pAB0057,NZ_CM003909.1,CM003909,8.781,34.3697,9,-,-,-,10,1,2016/05/26,2016/06/04
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pORAB01-1,NZ_CP015484.1,CP015484,110.965,41.6131,117,-,1,-,120,2,2016/06/15,2016/06/21
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pORAB01-2,NZ_CP015485.1,CP015485,24.022,36.7122,23,-,-,-,25,2,2016/06/15,2016/06/21
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pORAB01-3,NZ_CP015486.1,CP015486,15.198,36.1627,16,-,-,-,16,-,2016/06/15,2016/06/21
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",2,NZ_LT594096.1,LT594096,8.015,35.3213,10,-,-,-,10,-,2016/06/11,2016/06/21
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",p1M3AC14-8,NZ_CM004453.1,CM004453,5.441,34.6444,7,-,-,-,7,-,2016/06/22,2016/12/22
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",p2M3AC14-8,NZ_CM004454.1,CM004454,18.043,35.227,19,-,-,-,21,2,2016/06/22,2016/12/22
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pMAC,NC_006877.1,AY541809,9.54,34.6751,11,-,-,-,11,-,2005/03/15,2014/12/17
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pABIR,NC_010481.1,EU294228,29.823,36.7971,26,-,-,-,29,3,2008/03/25,2014/12/16
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pABVA01,NC_012813.1,FM210331,8.963,34.4639,8,-,-,-,8,-,2009/06/18,2014/12/18
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pMMA2,NC_013277.1,GQ377752,10.679,34.8066,9,-,-,-,9,-,2009/10/02,2014/12/17
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pMMCU2,NC_013506.1,GQ476987,10.27,36.1928,7,-,-,-,7,-,2009/11/17,2014/12/17
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pTS236,NC_016977.1,JN872565,2.252,41.4298,3,-,-,-,3,-,2012/03/13,2014/12/17
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pMMCU3,NC_019199.1,GQ904227,8.964,34.4935,11,-,-,-,11,-,2012/11/04,2014/12/17
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pMMD,NC_019280.1,GQ904226,9.964,34.7049,8,-,-,-,8,-,2012/11/04,2014/12/17
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pRAY*-v1,NC_019311.1,JF343536,6.078,39.1741,6,-,-,-,6,-,2012/11/09,2014/12/18
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pRAY*-v2,NC_019345.1,JX076770,8.433,39.1083,7,-,-,-,9,-,2012/11/09,2014/12/17
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pAB120,NC_019359.1,JX069966,10.879,34.4609,13,-,-,-,13,-,2012/11/04,2015/09/07
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pNDM-AB,NC_020818.1,KC503911,47.098,38.042,43,-,-,-,43,-,2013/03/28,2014/12/18
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pAB-NCGM253,NC_021489.1,AB823544,8.97,34.437,10,-,-,-,10,-,2013/07/01,2015/09/07
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",ABIBUN107mP1,NC_022565.1,-,8.731,34.3718,11,-,-,-,11,-,2013/10/17,2015/10/06
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pRAY*,NC_025068.1,-,6.078,39.2563,8,-,-,-,8,-,2014/09/26,2015/09/23
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pAb-G7-2,NC_025104.1,KF669606,70.1,33.4836,68,-,-,-,68,-,2014/09/26,2014/12/18
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pA85-1,NC_025107.1,KJ461963,2.726,37.7476,5,-,-,-,5,-,2014/09/26,2015/09/07
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pA85-2,NC_025108.1,KJ477078,8.731,34.3718,9,-,-,-,9,-,2014/09/26,2015/09/07
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pA85-3,NC_025109.1,KJ493819,86.335,33.8982,87,-,-,-,87,-,2014/09/26,2015/09/23
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pAB-G7-1,NC_025110.1,KJ586856,8.731,34.3832,9,-,-,-,9,-,2014/09/26,2014/12/18
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pD72-2,NC_025111.1,KM051846,70.102,33.4798,68,-,-,-,68,-,2014/09/26,2015/09/07
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",AbATCC329,NC_025168.1,KJ534569,8.842,34.5397,10,-,-,-,10,-,2014/09/29,2014/12/18
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",unnamed,NZ_CP017643.1,CP017643,70.875,33.4984,87,-,-,-,92,5,2016/10/26,2016/10/26
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",unnamed,NZ_CP017645.1,CP017645,81.227,33.6588,101,-,-,-,103,2,2016/10/26,2016/10/26
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",unnamed,NZ_CP017647.1,CP017647,73.891,33.7159,95,-,-,-,99,4,2016/10/26,2016/10/26
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",unnamed,NZ_CP017649.1,CP017649,121.485,34.5384,127,-,-,-,141,14,2016/10/26,2016/10/26
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",unnamed,NZ_CP017651.1,CP017651,70.884,33.4871,90,-,-,-,93,3,2016/10/26,2016/10/26
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",unnamed,NZ_CP017653.1,CP017653,70.884,33.4871,90,-,-,-,93,3,2016/10/26,2016/10/26
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",unnamed,NZ_CP017655.1,CP017655,72.073,33.3939,95,-,-,-,95,-,2016/10/26,2016/10/26
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",unnamed,NZ_CP017657.1,CP017657,101.406,34.6035,111,-,-,-,115,4,2016/10/26,2016/10/26
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",unnamed,NZ_CP018144.1,CP018144,77.513,34.0536,91,-,-,-,98,7,2016/12/03,2016/12/03
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pAF-673,NZ_CP018257.1,CP018257,110.964,41.6126,117,-,1,-,123,5,2016/12/18,2016/12/18
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pAF-401,NZ_CP018255.1,CP018255,17.583,36.177,22,-,-,-,25,3,2016/12/18,2016/12/18
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pBJ83,NZ_CP018422.1,CP018422,69.069,33.7851,73,-,-,-,87,14,2016/12/19,2016/12/19
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pAC29a,NZ_CP008850.1,CP008850,8.737,34.3825,10,-,-,-,10,-,2016/12/20,2016/12/20
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pAC29b,NZ_CP008851.1,CP008851,74.749,34.3456,97,-,-,-,103,6,2016/12/20,2016/12/20
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pALAC4-1,-,CP018678,8.006,31.9885,8,-,-,-,8,-,2016/12/19,2016/12/19
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pALAC4-2,-,CP018679,6.078,39.2563,6,-,-,-,6,-,2016/12/19,2016/12/19
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pCMCVTAb1-AB4,NZ_CP016296.1,CP016296,110.968,41.6165,119,-,1,-,123,3,2016/12/28,2016/12/28
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pCMCVTAb2-AB4,NZ_CP016297.1,CP016297,74.09,33.6645,97,-,-,-,104,7,2016/12/28,2016/12/28
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pCMCVTAb1-AB59,NZ_CP016299.1,CP016299,110.967,41.6142,120,-,1,-,123,2,2016/12/28,2016/12/28
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pCMCVTAb1-AB66,NZ_CP016301.1,CP016301,110.967,41.6133,120,-,1,-,123,2,2016/12/28,2016/12/28
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",pCMCVTAb2-AB66,NZ_CP016302.1,CP016302,73.188,33.6695,92,-,-,-,103,11,2016/12/28,2016/12/28
"Acinetobacter baumannii",Bacteria,"Proteobacteria","Gammaproteobacteria",unnamed,NZ_CP018862.1,CP018862,13.482,34.4385,12,-,-,-,17,5,2016/12/28,2016/12/28
"Acinetobacter baumannii 1656-2",Bacteria,"Proteobacteria","Gammaproteobacteria",ABKp1,NC_017163.1,CP001922,74.451,33.4663,98,-,-,-,98,-,2012/04/12,2015/08/13
"Acinetobacter baumannii 1656-2",Bacteria,"Proteobacteria","Gammaproteobacteria",ABKp2,NC_017164.1,CP001923,8.041,33.5033,7,-,-,-,8,1,2012/04/12,2015/08/13
"Acinetobacter baumannii 3909",Bacteria,"Proteobacteria","Gammaproteobacteria",p1ABST78,NZ_AEOZ01000236.1,AEOZ01000236,26.411,37.2648,31,-,-,-,32,1,2013/02/22,2015/08/13
"Acinetobacter baumannii 3990",Bacteria,"Proteobacteria","Gammaproteobacteria",p1ABST2,NZ_AEOY01000095.1,AEOY01000095,63.32,33.4713,79,-,-,-,83,4,2013/02/22,2015/08/21
"Acinetobacter baumannii 3990",Bacteria,"Proteobacteria","Gammaproteobacteria",p2ABST2,NZ_AEOY01000096.1,AEOY01000096,21.846,37.2746,27,-,-,-,28,1,2013/02/22,2015/08/21
"Acinetobacter baumannii 4190",Bacteria,"Proteobacteria","Gammaproteobacteria",p1ABST25,-,AEPA01000395,15.267,35.5276,-,-,-,-,-,-,2011/02/17,2011/02/17
"Acinetobacter baumannii 4190",Bacteria,"Proteobacteria","Gammaproteobacteria",p2ABST25,-,AEPA01000396,8.97,34.359,-,-,-,-,-,-,2011/02/17,2011/02/17
"Acinetobacter baumannii AB0057",Bacteria,"Proteobacteria","Gammaproteobacteria",pAB0057,NC_011585.1,CP001183,8.729,34.3797,9,-,-,-,9,-,2008/11/17,2015/07/30
"Acinetobacter baumannii AB5075",Bacteria,"Proteobacteria","Gammaproteobacteria",pAB5075,NZ_JHUI01000005.1,JHUI01000005,8.819,34.2442,9,-,-,-,9,-,2015/06/17,2015/08/17
"Acinetobacter baumannii AC12",Bacteria,"Proteobacteria","Gammaproteobacteria",pAC12,-,CP007550,8.731,34.3718,9,-,-,-,9,-,2014/04/18,2016/12/16
"Acinetobacter baumannii AC30",Bacteria,"Proteobacteria","Gammaproteobacteria",pAC30a,-,CP007578,8.685,34.3466,9,-,-,-,9,-,2014/04/22,2016/12/16
"Acinetobacter baumannii AC30",Bacteria,"Proteobacteria","Gammaproteobacteria",pAC30b,-,CP007579,16.236,45.1712,15,-,-,-,15,-,2014/04/22,2016/12/16
"Acinetobacter baumannii AC30",Bacteria,"Proteobacteria","Gammaproteobacteria",pAC30c,-,CP007580,71.433,33.7183,99,-,-,-,99,-,2014/04/22,2016/12/16
"Acinetobacter baumannii ACICU",Bacteria,"Proteobacteria","Gammaproteobacteria",pACICU1,NC_010605.1,CP000864,28.279,37.8443,31,-,-,-,36,5,2008/04/21,2015/08/12
"Acinetobacter baumannii ACICU",Bacteria,"Proteobacteria","Gammaproteobacteria",pACICU2,NC_010606.1,CP000865,64.366,33.4012,69,-,-,-,87,18,2008/04/21,2015/08/12
"Acinetobacter baumannii ATCC 17978",Bacteria,"Proteobacteria","Gammaproteobacteria",pAB1,-,CP000522,13.408,36.165,11,-,-,-,11,-,2007/03/01,2016/07/14
"Acinetobacter baumannii ATCC 17978",Bacteria,"Proteobacteria","Gammaproteobacteria",pAB2,-,CP000523,11.302,35.1796,5,-,-,-,5,-,2007/03/01,2016/07/14
"Acinetobacter baumannii AYE",Bacteria,"Proteobacteria","Gammaproteobacteria",p1ABAYE,NC_010401.1,CU459137,5.644,34.5145,7,-,-,-,7,-,2008/02/26,2015/07/30
"Acinetobacter baumannii AYE",Bacteria,"Proteobacteria","Gammaproteobacteria",p2ABAYE,NC_010402.1,CU459138,9.661,34.396,9,-,-,-,9,-,2008/02/26,2015/07/30
"Acinetobacter baumannii AYE",Bacteria,"Proteobacteria","Gammaproteobacteria",p4ABAYE,NC_010403.1,CU459139,2.726,37.6009,5,-,-,-,5,-,2008/02/26,2015/07/30
"Acinetobacter baumannii AYE",Bacteria,"Proteobacteria","Gammaproteobacteria",p3ABAYE,NC_010404.1,CU459140,94.413,37.4842,82,-,-,-,89,7,2008/02/26,2015/07/30
"Acinetobacter baumannii BJAB07104",Bacteria,"Proteobacteria","Gammaproteobacteria",p1BJAB07104,NC_021727.1,CP003887,70.17,33.8236,90,-,-,-,90,-,2013/07/12,2015/08/15
"Acinetobacter baumannii BJAB07104",Bacteria,"Proteobacteria","Gammaproteobacteria",p2BJAB07104,NC_021728.1,CP003907,20.139,47.0679,19,-,-,-,22,3,2013/07/12,2015/08/15
"Acinetobacter baumannii BJAB0715",Bacteria,"Proteobacteria","Gammaproteobacteria",pBJAB0715,NC_021734.1,CP003848,52.268,40.4263,48,-,-,-,52,4,2013/07/12,2015/08/15
"Acinetobacter baumannii BJAB0868",Bacteria,"Proteobacteria","Gammaproteobacteria",p1BJAB0868,NC_021730.1,CP003850,8.721,34.3424,9,-,-,-,9,-,2013/07/12,2015/08/15
"Acinetobacter baumannii BJAB0868",Bacteria,"Proteobacteria","Gammaproteobacteria",p2BJAB0868,NC_021731.1,CP003888,70.167,33.8279,89,-,-,-,90,1,2013/07/12,2015/08/15
"Acinetobacter baumannii BJAB0868",Bacteria,"Proteobacteria","Gammaproteobacteria",p3BJAB0868,NC_021732.1,CP003908,20.139,47.0927,20,-,-,-,23,3,2013/07/12,2015/08/15
"Acinetobacter baumannii Canada BC-5",Bacteria,"Proteobacteria","Gammaproteobacteria",pCanadaBC5-8.7,NZ_AFDN01000003.1,AFDN01000003,8.731,34.3718,9,-,-,-,9,-,2012/11/15,2015/08/21
"Acinetobacter baumannii D1279779",Bacteria,"Proteobacteria","Gammaproteobacteria",pD1279779,NC_020525.1,CP003968,7.416,32.5917,10,-,-,-,10,-,2013/03/22,2015/08/18
"Acinetobacter baumannii IS-123",Bacteria,"Proteobacteria","Gammaproteobacteria",pIS123-12,NZ_ALII01000018.1,ALII01000018,11.6,37.0431,13,-,-,-,14,1,2012/11/18,2015/08/14
"Acinetobacter baumannii IS-123",Bacteria,"Proteobacteria","Gammaproteobacteria",pIS123-18,NZ_ALII01000019.1,ALII01000019,17.984,34.2026,19,-,-,-,19,-,2012/11/18,2015/08/14
"Acinetobacter baumannii IS-123",Bacteria,"Proteobacteria","Gammaproteobacteria",pIS123-67,NZ_ALII01000020.1,ALII01000020,67.025,33.3831,85,-,-,-,90,5,2012/11/18,2015/08/14
"Acinetobacter baumannii LAC-4",Bacteria,"Proteobacteria","Gammaproteobacteria",pABLAC1,NZ_CP007713.1,CP007713,8.006,31.9885,8,-,-,-,8,-,2015/03/01,2015/08/18
"Acinetobacter baumannii LAC-4",Bacteria,"Proteobacteria","Gammaproteobacteria",pABLAC2,NZ_CP007714.1,CP007714,6.076,39.2693,5,-,-,-,6,1,2015/03/01,2015/08/18
"Acinetobacter baumannii MDR-TJ",Bacteria,"Proteobacteria","Gammaproteobacteria",pABTJ1,NC_017848.1,CP003501,77.528,34.0458,96,-,-,-,100,4,2012/05/10,2015/08/18
"Acinetobacter baumannii MDR-TJ",Bacteria,"Proteobacteria","Gammaproteobacteria",pABTJ2,NC_020524.1,CP004359,110.967,41.6142,118,-,1,-,120,1,2013/03/22,2015/08/18
"Acinetobacter baumannii MDR-ZJ06",Bacteria,"Proteobacteria","Gammaproteobacteria",pMDR-ZJ06,NC_017172.1,CP001938,20.301,47.3868,21,-,-,-,24,3,2012/04/12,2015/08/18
"Acinetobacter baumannii MRSN 3405",Bacteria,"Proteobacteria","Gammaproteobacteria",pMRSN3405-6,NZ_CM003320.1,CM003320,6.078,39.2563,6,-,-,-,6,-,2015/06/22,2015/08/21
"Acinetobacter baumannii MRSN 3527",Bacteria,"Proteobacteria","Gammaproteobacteria",pMRSN3527-6,NZ_CM003318.1,CM003318,6.068,39.2716,5,-,-,-,6,1,2015/06/22,2015/08/21
"Acinetobacter baumannii MRSN 3942",Bacteria,"Proteobacteria","Gammaproteobacteria",pMRSN3942-6,NZ_CM003319.1,CM003319,6.078,39.2563,6,-,-,-,6,-,2015/06/22,2015/08/21
"Acinetobacter baumannii MRSN 4106",Bacteria,"Proteobacteria","Gammaproteobacteria",pMRSN4106-6,NZ_CM003315.1,CM003315,6.078,39.2563,6,-,-,-,6,-,2015/06/22,2015/08/21
"Acinetobacter baumannii MRSN 58",Bacteria,"Proteobacteria","Gammaproteobacteria",pMRSN58-2.7,NZ_CM003316.1,CM003316,2.725,37.7982,4,-,-,-,4,-,2015/06/22,2015/08/21
"Acinetobacter baumannii MRSN 58",Bacteria,"Proteobacteria","Gammaproteobacteria",pMRSN58-8.7,NZ_CM003317.1,CM003317,8.731,34.3718,9,-,-,-,9,-,2015/06/22,2015/08/21
"Acinetobacter baumannii MRSN 7339",Bacteria,"Proteobacteria","Gammaproteobacteria",pMRSN7339-2.3,NZ_CM003313.1,CM003313,2.343,38.7537,2,-,-,-,2,-,2015/06/22,2015/08/21
"Acinetobacter baumannii MRSN 7339",Bacteria,"Proteobacteria","Gammaproteobacteria",pMRSN7339-8.7,NZ_CM003314.1,CM003314,8.731,34.3718,9,-,-,-,9,-,2015/06/22,2015/08/21
"Acinetobacter baumannii Naval-17",Bacteria,"Proteobacteria","Gammaproteobacteria",pNaval17-13,NZ_AFDO01000021.1,AFDO01000021,12.636,37.1478,13,-,-,-,14,1,2012/11/15,2015/08/21
"Acinetobacter baumannii Naval-18",Bacteria,"Proteobacteria","Gammaproteobacteria",pNaval18-6.1,NZ_AFDA02000006.1,AFDA02000006,6.078,39.2563,6,-,-,-,6,-,2012/11/15,2015/08/14
"Acinetobacter baumannii Naval-18",Bacteria,"Proteobacteria","Gammaproteobacteria",pNaval18-74,NZ_AFDA02000007.1,AFDA02000007,74.42,34.4504,84,-,-,-,97,13,2012/11/15,2015/08/14
"Acinetobacter baumannii Naval-18",Bacteria,"Proteobacteria","Gammaproteobacteria",pNaval18-8.4,NZ_AFDA02000008.1,AFDA02000008,8.422,36.7846,7,-,-,-,8,1,2012/11/15,2015/08/14
"Acinetobacter baumannii Naval-18",Bacteria,"Proteobacteria","Gammaproteobacteria",pNaval18-131,NZ_AFDA02000009.1,AFDA02000009,130.66,36.2904,125,-,-,-,146,21,2012/11/15,2015/08/14
"Acinetobacter baumannii Naval-18",Bacteria,"Proteobacteria","Gammaproteobacteria",pNaval18-5.7,NZ_AFDA02000010.1,AFDA02000010,5.676,36.117,7,-,-,-,7,-,2012/11/15,2015/08/14
"Acinetobacter baumannii Naval-18",Bacteria,"Proteobacteria","Gammaproteobacteria",pNaval18-7.0,NZ_AFDA02000011.1,AFDA02000011,7.032,35.4522,8,-,-,-,8,-,2012/11/15,2015/08/14
"Acinetobacter baumannii Naval-81",Bacteria,"Proteobacteria","Gammaproteobacteria",pNaval81-26,NZ_AFDB02000003.1,AFDB02000003,26.089,34.0412,30,-,-,-,31,1,2012/11/15,2015/08/21
"Acinetobacter baumannii Naval-81",Bacteria,"Proteobacteria","Gammaproteobacteria",pNaval81-67,NZ_AFDB02000004.1,AFDB02000004,67.012,33.3821,89,-,-,-,91,2,2012/11/15,2015/08/21
"Acinetobacter baumannii Naval-81",Bacteria,"Proteobacteria","Gammaproteobacteria",pNaval81-13,NZ_AFDB02000005.1,AFDB02000005,12.634,37.1458,12,-,-,-,13,1,2012/11/15,2015/08/21
"Acinetobacter baumannii OIFC032",Bacteria,"Proteobacteria","Gammaproteobacteria",pOIFC032-101,NZ_AFCZ02000003.1,AFCZ02000003,101.298,39.217,94,-,1,-,105,10,2012/11/15,2015/08/10
"Acinetobacter baumannii OIFC032",Bacteria,"Proteobacteria","Gammaproteobacteria",pOIFC032-8.6,NZ_AFCZ02000004.1,AFCZ02000004,8.604,31.59,14,-,-,-,15,1,2012/11/15,2015/08/10
"Acinetobacter baumannii OIFC109",Bacteria,"Proteobacteria","Gammaproteobacteria",pOIFC109-122,NZ_ALAL01000013.1,ALAL01000013,122.469,35.8336,131,-,-,-,134,3,2012/11/18,2015/08/21
"Acinetobacter baumannii OIFC137",Bacteria,"Proteobacteria","Gammaproteobacteria",pOIFC137-122,NZ_AFDK01000004.1,AFDK01000004,122.461,35.8351,132,-,-,-,134,2,2012/11/15,2015/08/21
"Acinetobacter baumannii OIFC143",Bacteria,"Proteobacteria","Gammaproteobacteria",pOIFC143-2.3,NZ_AFDL01000005.1,AFDL01000005,2.277,39.9209,1,-,-,-,1,-,2012/11/15,2015/08/21
"Acinetobacter baumannii OIFC143",Bacteria,"Proteobacteria","Gammaproteobacteria",pOIFC143-70,NZ_AFDL01000006.1,AFDL01000006,69.518,33.8732,91,-,-,-,93,2,2012/11/15,2015/08/21
"Acinetobacter baumannii OIFC143",Bacteria,"Proteobacteria","Gammaproteobacteria",pOIFC143-6.2,NZ_AFDL01000007.1,AFDL01000007,6.241,31.95,9,-,-,-,9,-,2012/11/15,2015/08/21
